"","quoll1","quoll2","period","prox","cr","cs.Do","cs.De","cs.Cs","cs.p.Attract","cs.p.Avoid","ca"
"186","Olive","Nova","Release",0.0714285714285714,-0.117417409917854,854.982842964382,1061.07943596238,0.107562575217254,0.1337890625,0.87939453125,0.0273972602739726
"187","Olive","Pandora","Release",0,-0.120720274516556,1138.74326386379,1294.45385476884,0.0639942361071662,0.371780395507813,0.647140502929688,0
"188","Pandora","Ebony","Release",0,-0.123645448304438,1175.91625102734,1186.47892652963,0.00447117214030412,0.126190185546875,0.885345458984375,0
"189","Pandora","Eevee","Release",0,-0.158811547403258,897.46429957669,936.790734986311,0.0214400040717299,0.34375,0.71875,0
"190","Pandora","Indianna","Release",0,-0.728852004853717,2167.41817604618,2166.90324171195,-0.000118803910601326,0.55078125,0.48291015625,0
"191","Pandora","Juniper","Release",0,-0.0190448966763715,435.940149075483,445.571672755931,0.0109261423861996,0.544921875,0.5,0
"192","Pandora","Korra","Release",0,0.0764966866195088,398.51434087312,410.01565567203,0.0142249698193687,0.58984375,0.455078125,0
"193","Pandora","Luaner","Release",0,0.154943075131753,1744.8437798734,1766.81842087256,0.0062576181144347,0.213134765625,0.80450439453125,0
"194","Pandora","Myrtle","Release",0,-0.193353634843282,2330.11329506972,2316.06372376324,-0.00302389927235383,0.58984375,0.455078125,0
"195","Pandora","Nova","Release",0,0.501514311968708,756.664698271845,1157.03678850035,0.209213449953371,0.037109375,0.97265625,0
"196","Pandora","Olive","Release",0,-0.120720274516556,1138.74326386379,1294.45385476884,0.0639942361071662,0.071929931640625,0.935134887695312,0
"197","Indianna","Juniper","Settlement",0,-0.00322734961614701,1615.0950177141,1609.74928694269,-0.00165767096528959,0.908341031680777,0.0936100960315684,0
"198","Indianna","Korra","Settlement",0,-0.278919110213311,1971.2826809441,1971.09377128122,-4.79177128751762e-05,0.994744598865509,0.00572666525840759,0
"199","Indianna","Luaner","Settlement",0,-0.12129183923573,1948.8570026275,1954.2659773674,0.00138580689556293,0.915813343395712,0.0867752307676712,0
"200","Indianna","Myrtle","Settlement",0.0571428571428571,-0.13333598124816,662.554470887162,642.637998844597,-0.0152594138446554,0.407288893708028,0.598979647562373,0.0161943319838057
"201","Indianna","Nova","Settlement",0.0294117647058824,0.0162953191133255,750.645875702901,752.262848339478,0.00107589543577042,0.20349218591582,0.801290582050569,0.00647249190938511
"202","Indianna","Olive","Settlement",0,0.097386011525775,766.134375112053,816.44990267578,0.0317932689398754,0.4462890625,0.580322265625,0
"203","Indianna","Pandora","Settlement",0,-0.00738887138671998,1644.17436388951,1644.87191824967,0.000212084081620414,0.621911681661004,0.383349395298865,0
"204","Juniper","Indianna","Settlement",0,-0.00322734961614701,1615.0950177141,1609.74928694269,-0.00165767096528959,0.460889878533578,0.543694192478824,0
"205","Juniper","Korra","Settlement",0.210526315789474,-0.208742708104716,345.257148504297,364.760089229564,0.027468263710771,0.137670516967773,0.871036529541016,0.0533333333333333
