"","order","collar","quoll","microchip","name","morph","cohort","gmt","aest","latitude","longitude","easting","northing","altitude","duration","temp","dop","satellites","deployment","trap","date_time","date","day","min_temp","max_temp","precip","moon","study","date_time_12hr","date_12hr","day_12hr","night_12hr","period","id","nvis_habitat","mfws_habitat","fence"
"67",348,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 14:15:00,2018-06-25 00:15:00,-35.1618141,149.1710735,697739.207,6106854.009,715.84,24,34,1.8,5,"Field","Free",2018-06-25 00:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:15:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"68",349,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 14:30:00,2018-06-25 00:30:00,-35.1621846,149.1714926,697776.487,6106812.077,687,1,22.5,2,5,"Field","Free",2018-06-25 00:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:30:00",2018-06-24,175,18,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"69",350,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 14:45:00,2018-06-25 00:45:00,-35.1623366,149.1712182,697751.123,6106795.762,678.68,2,29.5,2.4,5,"Field","Free",2018-06-25 00:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 12:45:00",2018-06-24,175,18,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"70",352,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 15:15:00,2018-06-25 01:15:00,-35.1623797,149.1711975,697749.133,6106791.023,680.57,35,33,1,7,"Field","Free",2018-06-25 01:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:15:00",2018-06-24,175,18,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"71",353,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 15:30:00,2018-06-25 01:30:00,-35.1623691,149.1711598,697745.725,6106792.273,682.25,15,33,1,7,"Field","Free",2018-06-25 01:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:30:00",2018-06-24,175,18,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"72",354,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 15:45:00,2018-06-25 01:45:00,-35.1623765,149.1711598,697745.707,6106791.453,682.82,2,32.5,1,7,"Field","Free",2018-06-25 01:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 13:45:00",2018-06-24,175,18,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"73",355,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 16:00:00,2018-06-25 02:00:00,-35.1614911,149.1698973,697632.845,6106892.177,683.36,6,19,2,6,"Field","Free",2018-06-25 02:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 14:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"74",356,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 16:15:00,2018-06-25 02:15:00,-35.1615085,149.1700706,697648.589,6106889.902,678.89,2,24,2.2,6,"Field","Free",2018-06-25 02:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 14:15:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"75",358,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 16:45:00,2018-06-25 02:45:00,-35.1614127,149.169707,697615.699,6106901.252,687.04,53,25.5,2,5,"Field","Free",2018-06-25 02:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 14:45:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"76",359,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 17:00:00,2018-06-25 03:00:00,-35.1611551,149.170269,697667.518,6106928.709,705.03,4,24.5,1.6,5,"Field","Free",2018-06-25 03:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 15:00:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"77",360,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 17:15:00,2018-06-25 03:15:00,-35.1612775,149.1700983,697651.672,6106915.471,687.49,5,20.5,1.6,5,"Field","Free",2018-06-25 03:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 15:15:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"78",364,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 18:15:00,2018-06-25 04:15:00,-35.1642465,149.1625163,696953.834,6106601.178,666.11,37,17.5,1.4,5,"Field","Free",2018-06-25 04:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 16:15:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"79",365,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 18:30:00,2018-06-25 04:30:00,-35.1643693,149.1629947,696997.116,6106586.608,662.4,3,19,1.2,5,"Field","Free",2018-06-25 04:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 16:30:00",2018-06-24,175,18,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
"80",367,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 18:59:00,2018-06-25 04:59:00,-35.1612116,149.1703185,697671.89,6106922.343,680.5,1,21.5,1,5,"Field","Free",2018-06-25 04:59:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 16:59:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"81",369,3,34,"D54D","Ebony","Dark","Resident",2018-06-25 19:30:00,2018-06-25 05:30:00,-35.161245,149.1703089,697670.935,6106918.658,690.87,51,29.5,1.6,6,"Field","Free",2018-06-25 05:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-24 17:30:00",2018-06-24,175,18,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"82",380,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 08:00:00,2018-06-25 18:00:00,-35.1632268,149.1717032,697793.147,6106696.051,686.07,35,25.5,0.8,8,"Field","Free",2018-06-25 18:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 06:00:00",2018-06-25,176,19,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"83",381,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 08:15:00,2018-06-25 18:15:00,-35.1631251,149.1720197,697822.224,6106706.703,665.62,14,23.5,1.2,6,"Field","Free",2018-06-25 18:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 06:15:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"84",382,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 08:30:00,2018-06-25 18:30:00,-35.1612626,149.1702902,697669.189,6106916.742,686.37,2,22.5,1,7,"Field","Free",2018-06-25 18:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 06:30:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"85",384,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 08:59:00,2018-06-25 18:59:00,-35.1611652,149.1703667,697676.393,6106927.395,712.13,1,29,2,5,"Field","Free",2018-06-25 18:59:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 06:59:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"86",385,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 09:14:00,2018-06-25 19:14:00,-35.1613622,149.1702436,697664.703,6106905.787,675.89,1,28,1.8,5,"Field","Free",2018-06-25 19:14:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 07:14:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"87",386,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 09:30:00,2018-06-25 19:30:00,-35.1612069,149.1704047,697679.754,6106922.693,698.62,6,22,1,6,"Field","Free",2018-06-25 19:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 07:30:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"88",387,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 09:45:00,2018-06-25 19:45:00,-35.1612912,149.1703541,697674.94,6106913.443,695.75,37,25.5,1.4,6,"Field","Free",2018-06-25 19:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 07:45:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"89",388,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 10:00:00,2018-06-25 20:00:00,-35.161733,149.1704437,697682.033,6106864.258,673.04,2,23,2.2,5,"Field","Free",2018-06-25 20:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 08:00:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"90",389,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 10:15:00,2018-06-25 20:15:00,-35.1623869,149.1712256,697751.675,6106790.168,686.39,36,35.5,1,9,"Field","Free",2018-06-25 20:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 08:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"91",390,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 10:30:00,2018-06-25 20:30:00,-35.162369,149.1712238,697751.555,6106792.157,682.26,13,36.5,1.2,8,"Field","Free",2018-06-25 20:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 08:30:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"92",391,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 10:45:00,2018-06-25 20:45:00,-35.1623954,149.1712463,697753.54,6106789.184,688.52,18,36,1,9,"Field","Free",2018-06-25 20:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 08:45:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"93",392,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 11:00:00,2018-06-25 21:00:00,-35.1622695,149.1711937,697749.054,6106803.254,673.63,2,35,1.6,7,"Field","Free",2018-06-25 21:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 09:00:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"94",393,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 11:15:00,2018-06-25 21:15:00,-35.1623819,149.1712145,697750.676,6106790.745,676.76,2,34.5,0.8,8,"Field","Free",2018-06-25 21:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 09:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"95",394,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 11:30:00,2018-06-25 21:30:00,-35.1623747,149.1712875,697757.344,6106791.398,696.99,1,35,1.4,5,"Field","Free",2018-06-25 21:30:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 09:30:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"96",395,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 11:45:00,2018-06-25 21:45:00,-35.1623696,149.1712405,697753.074,6106792.057,692.59,2,33.5,1.4,5,"Field","Free",2018-06-25 21:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 09:45:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"97",396,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 12:00:00,2018-06-25 22:00:00,-35.1621935,149.1712304,697752.581,6106811.612,715.11,3,32.5,1.4,5,"Field","Free",2018-06-25 22:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 10:00:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"98",397,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 12:15:00,2018-06-25 22:15:00,-35.1625533,149.1711701,697746.217,6106771.82,653.23,2,33.5,1.6,5,"Field","Free",2018-06-25 22:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 10:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"99",399,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 12:45:00,2018-06-25 22:45:00,-35.1623548,149.1712162,697750.897,6106793.747,684.5,1,34.5,1.2,6,"Field","Free",2018-06-25 22:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 10:45:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"100",400,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 13:00:00,2018-06-25 23:00:00,-35.162356,149.1711844,697747.997,6106793.678,673.89,4,36,1.2,6,"Field","Free",2018-06-25 23:00:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 11:00:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"101",401,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 13:15:00,2018-06-25 23:15:00,-35.1623392,149.1711917,697748.703,6106795.527,683.49,3,33,1.8,5,"Field","Free",2018-06-25 23:15:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 11:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"102",403,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 13:45:00,2018-06-25 23:45:00,-35.1623737,149.1712028,697749.63,6106791.678,695.42,33,36,1.4,6,"Field","Free",2018-06-25 23:45:00,2018-06-25,2018-06-25,"12.5","-5.6","0.2",90.6,"Yes","2018-06-25 11:45:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"103",404,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 14:00:00,2018-06-26,-35.162335,149.1711936,697748.886,6106795.989,685.88,12,35.5,1.6,6,"Field","Free",2018-06-26,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 12:00:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"104",406,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 14:30:00,2018-06-26 00:30:00,-35.1649655,149.1697244,697608.685,6106507.119,674.41,4,21.5,1.6,6,"Field","Free",2018-06-26 00:30:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 12:30:00",2018-06-25,176,19,"Baseline",49,"Tussock Grasslands","Grassland","Inside"
"105",407,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 14:45:00,2018-06-26 00:45:00,-35.1646368,149.1692908,697569.984,6106544.442,677.56,1,21,2.6,5,"Field","Free",2018-06-26 00:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 12:45:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"106",413,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 16:15:00,2018-06-26 02:15:00,-35.1623985,149.1712238,697751.483,6106788.885,684.56,34,28.5,1.6,7,"Field","Free",2018-06-26 02:15:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 14:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"107",414,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 16:30:00,2018-06-26 02:30:00,-35.1623287,149.1711899,697748.564,6106796.695,679.93,13,31.5,1.6,6,"Field","Free",2018-06-26 02:30:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 14:30:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"108",415,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 16:45:00,2018-06-26 02:45:00,-35.1623349,149.1711449,697744.45,6106796.097,672.01,36,34.5,1.8,5,"Field","Free",2018-06-26 02:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 14:45:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"109",416,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 17:00:00,2018-06-26 03:00:00,-35.1623506,149.1713076,697759.233,6106794.032,725.1,1,34,1.6,5,"Field","Free",2018-06-26 03:00:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 15:00:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"110",417,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 17:15:00,2018-06-26 03:15:00,-35.1623579,149.171282,697756.883,6106793.273,687.49,1,34,1.8,5,"Field","Free",2018-06-26 03:15:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 15:15:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"111",418,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 17:30:00,2018-06-26 03:30:00,-35.1623437,149.1711861,697748.182,6106795.039,682.78,1,32,2.2,5,"Field","Free",2018-06-26 03:30:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 15:30:00",2018-06-25,176,19,"Baseline",46,"Tussock Grasslands","Grassland","Inside"
"112",422,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 18:30:00,2018-06-26 04:30:00,-35.1616962,149.1707087,697706.262,6106867.813,691,34,30,1.2,5,"Field","Free",2018-06-26 04:30:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 16:30:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"113",423,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 18:45:00,2018-06-26 04:45:00,-35.1612363,149.1703931,697678.626,6106919.455,713.08,2,21,1.2,5,"Field","Free",2018-06-26 04:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 16:45:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"114",424,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 19:00:00,2018-06-26 05:00:00,-35.1615078,149.1707348,697709.096,6106888.659,685.94,36,27,1.2,7,"Field","Free",2018-06-26 05:00:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 17:00:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"115",425,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 19:15:00,2018-06-26 05:15:00,-35.1616819,149.1706895,697704.547,6106869.437,705.4,2,26.5,2.2,5,"Field","Free",2018-06-26 05:15:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 17:15:00",2018-06-25,176,19,"Baseline",33,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"116",426,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 19:30:00,2018-06-26 05:30:00,-35.1640019,149.1729735,697906.982,6106607.544,666.44,1,20,1.4,7,"Field","Free",2018-06-26 05:30:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 17:30:00",2018-06-25,176,19,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"117",427,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 19:45:00,2018-06-26 05:45:00,-35.1640882,149.1734084,697946.388,6106597.106,668.48,5,32,1.4,7,"Field","Free",2018-06-26 05:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 17:45:00",2018-06-25,176,19,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"118",428,3,34,"D54D","Ebony","Dark","Resident",2018-06-26 20:00:00,2018-06-26 06:00:00,-35.1639903,149.1733147,697938.09,6106608.152,645.69,6,35,1.2,7,"Field","Free",2018-06-26 06:00:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-25 18:00:00",2018-06-25,176,19,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"119",436,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 07:45:00,2018-06-26 17:45:00,-35.1654671,149.1749336,698081.975,6106441.111,664.86,13,24.5,2,5,"Field","Free",2018-06-26 17:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-26 05:45:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"120",437,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 08:00:00,2018-06-26 18:00:00,-35.1634587,149.1751053,698102.488,6106663.554,661.69,2,21.5,1.6,5,"Field","Free",2018-06-26 18:00:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-26 06:00:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"121",438,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 08:15:00,2018-06-26 18:15:00,-35.1626424,149.1750849,698102.611,6106754.144,670.46,2,25,1.4,5,"Field","Free",2018-06-26 18:15:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-26 06:15:00",2018-06-26,177,20,"Baseline",6,"Tussock Grasslands","Grassland","Inside"
"122",440,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 08:45:00,2018-06-26 18:45:00,-35.1620413,149.17348,697957.873,6106824.018,681.79,26,23,1.4,6,"Field","Free",2018-06-26 18:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-26 06:45:00",2018-06-26,177,20,"Baseline",28,"Tussock Grasslands","Grassland","Inside"
"123",448,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 10:45:00,2018-06-26 20:45:00,-35.1654995,149.1716696,697784.58,6106444.016,673.65,35,23.5,2.2,5,"Field","Free",2018-06-26 20:45:00,2018-06-26,2018-06-26,"14.2","-4.9000000000000004","0",95.5,"Yes","2018-06-26 08:45:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"124",467,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 15:30:00,2018-06-27 01:30:00,-35.1654981,149.1749863,698086.7,6106437.568,665.2,2,22,1.2,5,"Field","Free",2018-06-27 01:30:00,2018-06-27,2018-06-27,"15.7","0","0",98.7,"Yes","2018-06-26 13:30:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"125",468,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 15:45:00,2018-06-27 01:45:00,-35.1655695,149.1732359,697927.084,6106433.134,666.11,3,23.5,1.4,5,"Field","Free",2018-06-27 01:45:00,2018-06-27,2018-06-27,"15.7","0","0",98.7,"Yes","2018-06-26 13:45:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"126",469,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 16:00:00,2018-06-27 02:00:00,-35.1647432,149.1720335,697819.56,6106527.185,672.96,5,21.5,1.4,5,"Field","Free",2018-06-27 02:00:00,2018-06-27,2018-06-27,"15.7","0","0",98.7,"Yes","2018-06-26 14:00:00",2018-06-26,177,20,"Baseline",52,"Eucalypt Woodlands","Eucalypt woodland","Inside"
"127",472,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 16:45:00,2018-06-27 02:45:00,-35.1631697,149.1684661,697498.411,6106708.82,669.02,35,20,1.8,5,"Field","Free",2018-06-27 02:45:00,2018-06-27,2018-06-27,"15.7","0","0",98.7,"Yes","2018-06-26 14:45:00",2018-06-26,177,20,"Baseline",4,"Regrowth, modified native vegetation","Regrowth","Inside"
"128",475,3,34,"D54D","Ebony","Dark","Resident",2018-06-27 17:30:00,2018-06-27 03:30:00,-35.1613667,149.1638554,697082.765,6106917.969,683.85,35,24.5,1.8,5,"Field","Free",2018-06-27 03:30:00,2018-06-27,2018-06-27,"15.7","0","0",98.7,"Yes","2018-06-26 15:30:00",2018-06-26,177,20,"Baseline",36,"Eucalypt Open Woodlands","Eucalypt woodland","Inside"
